model,year,price,transmission,mileage,fuelType,mpg,finance_monthly,lease_monthly,horsepower
Aygo,2018,8208,Manual,7800,Gasoline,68.9,149.92,143.78,72
Aygo,2018,8995,Manual,12652,Gasoline,56.5,164.3,155.64,72
Aygo,2016,6300,Manual,37267,Gasoline,69,115.07,115.01,68
Aygo,2017,7800,Manual,26912,Gasoline,69,142.47,137.63,68
Aygo,2017,6400,Manual,37406,Gasoline,69,116.9,116.52,68
Aygo,2018,9400,Manual,7734,Gasoline,56.5,171.7,161.74,72
Aygo,2011,3495,Manual,50000,Gasoline,61.4,63.84,72.73,68
Aygo,2012,3625,Manual,60069,Gasoline,65.7,66.21,74.69,68
Aygo,2017,6800,Manual,25497,Gasoline,69,124.21,122.55,68
Aygo,2017,7000,Manual,17634,Gasoline,69,127.86,125.57,68
Aygo,2019,9495,Manual,2600,Gasoline,57.7,173.43,163.18,72
Aygo,2015,8500,Automatic,16202,Gasoline,67,155.26,148.18,68
Aygo,2015,5489,Manual,31870,Gasoline,69,100.26,102.79,68
Aygo,2015,5296,Manual,40607,Gasoline,69,96.73,99.88,68
Aygo,2018,8300,Manual,14959,Gasoline,68.9,151.6,145.16,72
Aygo,2018,8400,Manual,11460,Gasoline,68.9,153.43,146.67,72
Aygo,2015,5580,Manual,27653,Gasoline,69,101.92,104.16,68
Aygo,2016,7758,Automatic,10610,Gasoline,67,141.7,136.99,68
Aygo,2016,7119,Manual,31238,Gasoline,69,130.03,127.36,68
Aygo,2016,5499,Manual,22963,Gasoline,69,100.44,102.94,68
Aygo,2017,7000,Manual,27174,Gasoline,68.9,127.86,125.57,68
Aygo,2014,7000,Automatic,41012,Gasoline,67,127.86,125.57,68
Aygo,2019,7299,Manual,10159,Gasoline,56.5,133.32,130.07,72
Aygo,2018,7099,Manual,10578,Gasoline,56.5,129.67,127.06,72
Aygo,2015,5912,Manual,42081,Gasoline,69,107.99,109.17,68
Aygo,2017,6299,Manual,38189,Gasoline,69,115.05,115,68
Aygo,2016,7499,Manual,18695,Gasoline,69,136.97,133.09,68
Aygo,2017,6000,Manual,29914,Gasoline,69,109.59,110.49,68
Aygo,2013,4199,Manual,37032,Gasoline,65.7,76.7,83.34,68
Aygo,2017,7999,Automatic,14368,Gasoline,67,146.11,140.63,68
Aygo,2016,6547,Manual,22359,Gasoline,69,119.58,118.74,68
Aygo,2016,6272,Manual,18393,Gasoline,69,114.56,114.59,68
Aygo,2017,5790,Manual,37721,Gasoline,69,105.76,107.33,68
Aygo,2017,7750,Manual,22686,Gasoline,68.9,141.56,136.87,68
Aygo,2016,5940,Manual,42000,Gasoline,69,108.5,109.59,68
Aygo,2013,4970,Manual,39000,Gasoline,65.7,90.78,94.97,68
Aygo,2016,5940,Manual,69350,Gasoline,69,108.5,109.59,68
Aygo,2009,3470,Manual,44000,Gasoline,62.8,63.38,72.35,68
Aygo,2017,5799,Manual,22010,Gasoline,69,105.92,107.46,68
Aygo,2016,6245,Manual,42158,Gasoline,69,114.07,114.19,68
Aygo,2015,6752,Manual,29842,Gasoline,69,123.33,121.83,68
Aygo,2013,4997,Manual,19120,Gasoline,65.7,91.27,95.37,68
Aygo,2017,6295,Manual,16104,Gasoline,69,114.98,114.94,68
Aygo,2017,8274,Automatic,11812,Gasoline,67,151.13,144.77,68
Aygo,2016,7228,Manual,12924,Gasoline,69,132.02,129,68
Aygo,2008,2999,Manual,33000,Gasoline,61.4,54.78,65.25,68
Aygo,2017,7397,Manual,14114,Gasoline,68.9,135.11,131.55,68
Aygo,2016,6430,Manual,26201,Gasoline,69,117.45,116.97,68
Aygo,2018,8119,Manual,11466,Gasoline,68.9,148.3,142.43,72
Aygo,2017,6795,Manual,27698,Gasoline,69,124.11,122.48,68
Aygo,2017,8399,Automatic,11304,Gasoline,67,153.41,146.66,68
Aygo,2017,7695,Manual,15628,Gasoline,68.9,140.55,136.04,68
Aygo,2019,9990,Manual,1863,Gasoline,57.7,182.47,170.64,72
Aygo,2017,7000,Automatic,19610,Gasoline,67,127.86,125.57,68
Aygo,2015,5995,Manual,39942,Gasoline,69,109.5,110.42,68
Aygo,2017,7299,Manual,25859,Gasoline,68.9,133.32,130.07,68
Aygo,2017,7211,Manual,12453,Gasoline,68.9,131.71,128.75,68
Aygo,2015,5199,Manual,29867,Gasoline,69,94.96,98.42,68
Aygo,2016,6499,Manual,15200,Gasoline,69,118.71,118.01,68
Aygo,2018,8495,Automatic,13629,Gasoline,67,155.17,148.1,72
Aygo,2018,8495,Automatic,13600,Gasoline,67,155.17,148.1,72
Aygo,2018,8495,Manual,4683,Gasoline,56.5,155.17,148.1,72
Aygo,2018,9295,Automatic,6406,Gasoline,56.5,169.78,160.16,72
Aygo,2019,9795,Manual,157,Gasoline,56.5,178.91,167.7,72
Aygo,2019,9391,Manual,68,Gasoline,56.5,171.53,161.61,72
Aygo,2017,7695,Manual,28572,Gasoline,68.9,140.55,136.04,68
Aygo,2019,10695,Manual,1266,Gasoline,56.5,195.35,181.27,72
Aygo,2019,10995,Manual,179,Gasoline,57.7,200.83,185.79,72
Aygo,2019,10995,Manual,3,Gasoline,57.7,200.83,185.79,72
Aygo,2019,10995,Manual,3,Gasoline,57.7,200.83,185.79,72
Aygo,2018,8795,Automatic,3989,Gasoline,67,160.64,152.63,72
Aygo,2010,3195,Manual,54000,Gasoline,61.4,58.36,68.21,68
Aygo,2019,9790,Manual,2500,Gasoline,56.5,178.82,167.62,72
Aygo,2019,9790,Manual,3000,Gasoline,56.5,178.82,167.62,72
Aygo,2017,7900,Manual,14000,Gasoline,68.9,144.3,139.13,68
Aygo,2018,9590,Manual,7714,Gasoline,68.9,175.17,164.61,72
Aygo,2016,7100,Manual,6425,Gasoline,69,129.68,127.07,68
Aygo,2016,7700,Manual,24681,Gasoline,69,140.64,136.12,68
Aygo,2019,9790,Manual,3500,Gasoline,56.5,178.82,167.62,72
Aygo,2017,7495,Manual,11647,Gasoline,68.9,136.9,133.03,68
Aygo,2019,10995,Manual,1000,Gasoline,56.5,200.83,185.79,72
Aygo,2017,7295,Manual,19307,Gasoline,68.9,133.25,130.01,68
Aygo,2014,6300,Manual,22014,Gasoline,69,115.07,115.01,68
Aygo,2018,8490,Manual,3616,Gasoline,56.5,155.07,148.03,72
Aygo,2016,7390,Manual,37649,Gasoline,69,134.98,131.45,68
Aygo,2019,11995,Manual,2554,Gasoline,56.5,219.09,200.86,72
Aygo,2019,9391,Manual,3,Gasoline,56.5,171.53,161.61,72
Aygo,2019,9391,Manual,3,Gasoline,56.5,171.53,161.61,72
Aygo,2017,7995,Manual,19760,Gasoline,68.9,146.03,140.57,68
Aygo,2014,6795,Manual,30407,Gasoline,69,124.11,122.48,68
Aygo,2017,6990,Manual,7804,Gasoline,69,127.68,125.42,68
Aygo,2017,8490,Manual,15972,Gasoline,68.9,155.07,148.03,68
Aygo,2018,7995,Manual,15895,Gasoline,56.5,146.03,140.57,72
Aygo,2018,7995,Manual,22860,Gasoline,68.9,146.03,140.57,72
Aygo,2014,6000,Manual,21498,Gasoline,69,109.59,110.49,68
Aygo,2018,9300,Manual,10263,Gasoline,56.5,169.87,160.24,72
Aygo,2018,8761,Manual,5342,Gasoline,56.5,160.02,152.11,72
Aygo,2014,5800,Manual,39715,Gasoline,69,105.94,107.48,68
Aygo,2018,8500,Manual,11710,Gasoline,68.9,155.26,148.18,72
Aygo,2017,7695,Manual,35826,Gasoline,68.9,140.55,136.04,68
Aygo,2017,7295,Manual,36398,Gasoline,68.9,133.25,130.01,68
Aygo,2016,6795,Manual,22595,Gasoline,69,124.11,122.48,68
Aygo,2016,7200,Manual,27208,Gasoline,69,131.51,128.58,68
Aygo,2017,10000,Automatic,4560,Gasoline,67.3,182.65,170.79,68
Aygo,2017,7700,Manual,23161,Gasoline,68.9,140.64,136.12,68
Aygo,2018,8300,Manual,15825,Gasoline,68.9,151.6,145.16,72
Aygo,2017,7300,Manual,13243,Gasoline,69,133.34,130.09,68
Aygo,2017,6800,Manual,28953,Gasoline,69,124.21,122.55,68
Aygo,2015,7200,Manual,24619,Gasoline,69,131.51,128.58,68
Aygo,2014,5273,Manual,13085,Gasoline,65.7,96.31,99.53,68
Aygo,2016,6873,Manual,20816,Gasoline,69,125.54,123.65,68
Aygo,2013,4485,Manual,78248,Gasoline,65.7,81.92,87.66,68
Aygo,2017,6800,Manual,24481,Gasoline,69,124.21,122.55,68
Aygo,2017,7000,Manual,18378,Gasoline,69,127.86,125.57,68
Aygo,2017,7800,Manual,17679,Gasoline,68.9,142.47,137.63,68
Aygo,2017,8000,Manual,12527,Gasoline,68.9,146.12,140.64,68
Aygo,2015,6989,Manual,22000,Gasoline,69,127.66,125.4,68
Aygo,2016,8000,Manual,19787,Gasoline,69,146.12,140.64,68
Aygo,2018,8500,Manual,12302,Gasoline,68.9,155.26,148.18,72
Aygo,2018,8300,Manual,12691,Gasoline,68.9,151.6,145.16,72
Aygo,2018,7700,Manual,13683,Gasoline,69,140.64,136.12,72
Aygo,2016,7000,Manual,16612,Gasoline,69,127.86,125.57,68
Aygo,2016,5600,Manual,39925,Gasoline,69,102.29,104.46,68
Aygo,2017,6700,Manual,17714,Gasoline,69,122.38,121.04,68
Aygo,2017,6200,Manual,28664,Gasoline,69,113.25,113.51,68
Aygo,2016,7300,Manual,21851,Gasoline,69,133.34,130.09,68
Aygo,2016,6600,Manual,23290,Gasoline,69,120.55,119.54,68
Aygo,2017,5900,Manual,40000,Gasoline,69,107.77,108.99,68
Aygo,2016,6995,Manual,43385,Gasoline,69,127.77,125.49,68
Aygo,2017,7495,Manual,24231,Gasoline,68.9,136.9,133.03,68
Aygo,2016,7200,Manual,14969,Gasoline,62.8,131.51,128.58,68
Aygo,2014,6700,Manual,22518,Gasoline,69,122.38,121.04,68
Aygo,2014,6700,Manual,28148,Gasoline,69,122.38,121.04,68
Aygo,2017,7300,Manual,37723,Gasoline,69,133.34,130.09,68
Aygo,2018,7300,Manual,14521,Gasoline,69,133.34,130.09,72
Aygo,2018,8973,Automatic,10001,Gasoline,56.5,163.9,155.31,72
Aygo,2015,6400,Manual,32765,Gasoline,69,116.9,116.52,68
Aygo,2017,7200,Manual,16669,Gasoline,69,131.51,128.58,68
Aygo,2018,7300,Manual,15223,Gasoline,69,133.34,130.09,72
Aygo,2018,7300,Manual,14340,Gasoline,69,133.34,130.09,72
Aygo,2017,7300,Manual,38144,Gasoline,68.9,133.34,130.09,68
Aygo,2013,4325,Manual,25454,Gasoline,65.7,79,85.24,68
Aygo,2017,7325,Manual,15818,Gasoline,68.9,133.79,130.47,68
Aygo,2018,8485,Manual,12865,Gasoline,68.9,154.98,147.95,72
Aygo,2015,5789,Manual,34231,Gasoline,69,105.74,107.31,68
Aygo,2014,5799,Manual,37972,Gasoline,69,105.92,107.46,68
Aygo,2017,6299,Manual,21414,Gasoline,69,115.05,115,68
Aygo,2017,6500,Manual,20302,Gasoline,69,118.73,118.03,68
Aygo,2012,3985,Manual,78848,Gasoline,65.7,72.79,80.12,68
Aygo,2012,4395,Manual,38000,Gasoline,65.7,80.28,86.3,68
Aygo,2018,6635,Manual,17822,Gasoline,69,121.19,120.06,72
Aygo,2018,10000,Automatic,15295,Gasoline,56.5,182.65,170.79,72
Aygo,2015,6000,Manual,27120,Gasoline,69,109.59,110.49,68
Aygo,2015,6400,Manual,33505,Gasoline,69,116.9,116.52,68
Aygo,2016,7900,Manual,10302,Gasoline,69,144.3,139.13,68
Aygo,2016,5985,Manual,13826,Gasoline,69,109.32,110.27,68
Aygo,2018,8685,Manual,8764,Gasoline,56.5,158.64,150.97,72
Aygo,2018,7961,Manual,13663,Gasoline,56.5,145.41,140.05,72
Aygo,2017,6000,Manual,22452,Gasoline,69,109.59,110.49,68
Aygo,2017,8000,Automatic,10563,Gasoline,67,146.12,140.64,68
Aygo,2012,4285,Manual,15585,Gasoline,65.7,78.27,84.64,68
Aygo,2019,8500,Manual,11805,Gasoline,56.5,155.26,148.18,72
Aygo,2018,7985,Automatic,14949,Gasoline,67,145.85,140.41,72
Aygo,2018,7785,Automatic,19459,Gasoline,67,142.2,137.4,72
Aygo,2016,7800,Manual,19020,Gasoline,69,142.47,137.63,68
Aygo,2017,7500,Manual,11784,Gasoline,69,136.99,133.1,68
Aygo,2018,9300,Manual,11933,Gasoline,56.5,169.87,160.24,72
Aygo,2017,6000,Manual,13645,Gasoline,69,109.59,110.49,68
Aygo,2017,8000,Manual,7078,Gasoline,68.9,146.12,140.64,68
Aygo,2017,8500,Manual,8877,Gasoline,68.9,155.26,148.18,68
Aygo,2017,7800,Manual,17283,Gasoline,68.9,142.47,137.63,68
Aygo,2017,8800,Automatic,8973,Gasoline,67,160.74,152.7,68
Aygo,2019,8475,Manual,14152,Gasoline,56.5,154.8,147.8,72
Aygo,2015,5975,Manual,36254,Gasoline,69,109.14,110.12,68
Aygo,2019,8475,Manual,13752,Gasoline,56.5,154.8,147.8,72
Aygo,2017,7775,Manual,17918,Gasoline,68.9,142.01,137.25,68
Aygo,2018,8489,Manual,12493,Gasoline,56.5,155.06,148.01,72
Aygo,2014,4500,Manual,44000,Gasoline,65.7,82.19,87.88,68
Aygo,2017,8275,Manual,21145,Gasoline,68.9,151.15,144.79,68
Aygo,2016,6985,Automatic,44696,Gasoline,67,127.58,125.34,68
Aygo,2018,8675,Manual,15587,Gasoline,68.9,158.45,150.82,72
Aygo,2019,9275,Manual,9071,Gasoline,56.5,169.41,159.86,72
Aygo,2015,5999,Manual,11654,Gasoline,69,109.57,110.48,68
Aygo,2017,6975,Manual,11174,Gasoline,69,127.4,125.19,68
Aygo,2019,8975,Manual,11215,Gasoline,56.5,163.93,155.34,72
Aygo,2014,5475,Manual,31294,Gasoline,69,100,102.58,68
Aygo,2016,6975,Manual,21441,Gasoline,69,127.4,125.19,68
Aygo,2015,5475,Manual,54417,Gasoline,69,100,102.58,68
Aygo,2014,5695,Manual,51196,Gasoline,69,104.02,105.89,68
Aygo,2015,7995,Automatic,32000,Gasoline,67,146.03,140.57,68
Aygo,2016,5990,Manual,24194,Gasoline,69,109.41,110.34,68
Aygo,2017,6799,Manual,13255,Gasoline,69,124.19,122.54,68
Aygo,2016,6999,Manual,24755,Gasoline,69,127.84,125.55,68
Aygo,2017,7317,Manual,26640,Gasoline,68.9,133.65,130.35,68
Aygo,2019,10261,Automatic,3281,Gasoline,55.4,187.42,174.72,72
Aygo,2016,6999,Manual,12689,Gasoline,69,127.84,125.55,68
Aygo,2016,6478,Manual,30204,Gasoline,69,118.32,117.7,68
Aygo,2015,5999,Manual,31864,Gasoline,69,109.57,110.48,68
Aygo,2018,7799,Manual,5574,Gasoline,56.5,142.45,137.61,72
Aygo,2016,7599,Manual,11632,Gasoline,69,138.8,134.6,68
Aygo,2017,5699,Manual,21114,Gasoline,69,104.1,105.96,68
Aygo,2016,7499,Manual,27544,Gasoline,69,136.97,133.09,68
Aygo,2019,9699,Manual,7459,Gasoline,57.7,177.16,166.25,72
Aygo,2017,6699,Manual,11620,Gasoline,69,122.36,121.03,68
Aygo,2017,6999,Manual,28000,Gasoline,68.9,127.84,125.55,68
Aygo,2017,8000,Manual,32000,Gasoline,68.9,146.12,140.64,68
Aygo,2018,7200,Manual,10707,Gasoline,69,131.51,128.58,72
Aygo,2019,9999,Manual,20,Gasoline,57.7,182.64,170.77,72
Aygo,2016,6899,Manual,22786,Gasoline,69,126.01,124.04,68
Aygo,2019,8461,Manual,41,Gasoline,56.5,154.54,147.59,72
Aygo,2019,10985,Manual,793,Gasoline,57.7,200.65,185.64,72
Aygo,2014,4600,Manual,71017,Gasoline,65.7,84.02,89.39,68
Aygo,2009,4050,Manual,28230,Gasoline,62.8,73.98,81.1,68
Aygo,2015,5995,Manual,20190,Gasoline,69,109.5,110.42,68
Aygo,2019,8799,Manual,14303,Gasoline,56.5,160.72,152.69,72
Aygo,2019,9999,Manual,20,Gasoline,57.7,182.64,170.77,72
Aygo,2007,1991,Manual,119213,Gasoline,61.4,36.37,50.06,68
Aygo,2017,8999,Automatic,12945,Gasoline,67.3,164.37,155.7,68
Aygo,2019,9499,Automatic,8185,Gasoline,56.5,173.5,163.24,72
Aygo,2019,7999,Manual,22338,Gasoline,56.5,146.11,140.63,72
Aygo,2017,8399,Automatic,16797,Gasoline,67,153.41,146.66,68
Aygo,2018,9650,Automatic,5118,Gasoline,67.3,176.26,165.51,72
Aygo,2012,4450,Manual,25919,Gasoline,65.7,81.28,87.13,68
Aygo,2017,7299,Manual,48238,Gasoline,68.9,133.32,130.07,68
Aygo,2019,7999,Manual,21473,Gasoline,56.5,146.11,140.63,72
Aygo,2018,8950,Automatic,9867,Gasoline,67,163.48,154.96,72
Aygo,2018,8750,Automatic,14624,Gasoline,67,159.82,151.95,72
Aygo,2016,6950,Manual,18376,Gasoline,69,126.95,124.81,68
Aygo,2012,3950,Manual,55000,Gasoline,65.7,72.15,79.59,68
Aygo,2017,6950,Manual,20643,Gasoline,68.9,126.95,124.81,68
Aygo,2011,3491,Manual,87125,Gasoline,61.4,63.76,72.67,68
Aygo,2011,2991,Manual,83684,Gasoline,61.4,54.63,65.13,68
Aygo,2016,6450,Manual,14988,Gasoline,69,117.81,117.28,68
Aygo,2017,7450,Manual,15000,Gasoline,68.9,136.08,132.35,68
Aygo,2019,10450,Manual,4859,Gasoline,56.5,190.87,177.57,72
Aygo,2017,7450,Manual,17186,Gasoline,68.9,136.08,132.35,68
Aygo,2018,7950,Manual,12780,Gasoline,68.9,145.21,139.89,72
Aygo,2019,8750,Manual,10000,Gasoline,56.5,159.82,151.95,72
Aygo,2018,9450,Manual,1350,Gasoline,56.5,172.61,162.5,72
Aygo,2019,10991,Manual,2365,Gasoline,57.7,200.76,185.73,72
Aygo,2018,8950,Manual,4515,Gasoline,56.5,163.48,154.96,72
Aygo,2011,5995,Automatic,43208,Gasoline,61.4,109.5,110.42,68
Aygo,2018,8450,Manual,16200,Gasoline,68.9,154.34,147.42,72
Aygo,2019,8291,Manual,5081,Gasoline,56.5,151.44,145.03,72
Aygo,2019,7991,Manual,10,Gasoline,56.5,145.96,140.51,72
Aygo,2018,7991,Manual,31129,Gasoline,56.5,145.96,140.51,72
Aygo,2018,7793,Manual,10600,Gasoline,69,142.34,137.52,72
Aygo,2017,7495,Manual,28000,Gasoline,68.9,136.9,133.03,68
Aygo,2018,8495,Manual,7479,Gasoline,56.5,155.17,148.1,72
Aygo,2019,9795,Manual,4924,Gasoline,57.7,178.91,167.7,72
Aygo,2018,8495,Manual,16169,Gasoline,56.5,155.17,148.1,72
Aygo,2019,8795,Manual,7377,Gasoline,56.5,160.64,152.63,72
Aygo,2016,6995,Manual,25000,Gasoline,69,127.77,125.49,68
Aygo,2016,6995,Manual,37052,Gasoline,69,127.77,125.49,68
Aygo,2017,6950,Manual,40231,Gasoline,68.9,126.95,124.81,68
Aygo,2008,4499,Semi-Auto,24357,Gasoline,61.4,82.18,87.87,68
Aygo,2010,5699,Semi-Auto,16681,Gasoline,61.4,104.1,105.96,68
Aygo,2009,4999,Semi-Auto,42751,Gasoline,61.4,91.31,95.4,68
Aygo,2011,3995,Manual,39785,Gasoline,61.4,72.97,80.27,68
Aygo,2018,7695,Manual,22066,Gasoline,68.9,140.55,136.04,72
Aygo,2019,8995,Manual,1729,Gasoline,56.5,164.3,155.64,72
Aygo,2018,8290,Manual,15000,Gasoline,56.5,151.42,145.01,72
Aygo,2018,6250,Manual,33150,Gasoline,69,114.16,114.26,72
Aygo,2019,8491,Manual,2294,Gasoline,56.5,155.09,148.04,72
Aygo,2016,6390,Manual,8835,Gasoline,69,116.72,116.37,68
Aygo,2019,9491,Manual,1289,Gasoline,57.7,173.36,163.12,72
Aygo,2019,8991,Manual,1223,Gasoline,56.5,164.22,155.58,72
Aygo,2017,6790,Manual,10293,Gasoline,69,124.02,122.4,68
Aygo,2015,6599,Manual,15449,Gasoline,69,120.53,119.52,68
Aygo,2013,4695,Manual,36475,Gasoline,65.7,85.76,90.82,68
Aygo,2010,3500,Manual,42300,Gasoline,62.8,63.93,72.81,68
Aygo,2016,7059,Manual,21494,Gasoline,69,128.94,126.46,68
Aygo,2016,5125,Manual,40630,Gasoline,69,93.61,97.3,68
Aygo,2019,6999,Manual,2738,Gasoline,56.5,127.84,125.55,72
Aygo,2015,5999,Manual,19231,Gasoline,69,109.57,110.48,68
Aygo,2017,9995,Automatic,6751,Gasoline,67,182.56,170.71,68
Aygo,2015,6299,Manual,34578,Gasoline,69,115.05,115,68
Aygo,2015,5499,Manual,16299,Gasoline,69,100.44,102.94,68
Aygo,2010,2795,Manual,70000,Gasoline,62.8,51.05,62.18,68
Aygo,2013,4599,Manual,47337,Gasoline,65.7,84,89.37,68
Aygo,2013,3879,Manual,63460,Gasoline,65.7,70.85,78.52,68
Aygo,2015,6599,Manual,22352,Gasoline,69,120.53,119.52,68
Aygo,2018,8995,Automatic,6000,Gasoline,56.5,164.3,155.64,72
Aygo,2013,3999,Manual,32001,Gasoline,65.7,73.04,80.33,68
Aygo,2018,6495,Manual,14267,Gasoline,69,118.63,117.95,72
Aygo,2014,4887,Manual,38377,Gasoline,65.7,89.26,93.72,68
Aygo,2017,7995,Automatic,5416,Gasoline,67,146.03,140.57,68
Aygo,2017,6095,Manual,27239,Gasoline,69,111.33,111.92,68
Aygo,2017,6699,Manual,22613,Gasoline,69,122.36,121.03,68
Aygo,2014,5679,Manual,46934,Gasoline,69,103.73,105.65,68
Aygo,2016,8475,Automatic,10488,Gasoline,67,154.8,147.8,68
Aygo,2019,9995,Manual,10,Gasoline,56.5,182.56,170.71,72
Aygo,2019,9490,Manual,687,Gasoline,56.5,173.34,163.1,72
Aygo,2010,2990,Manual,69000,Gasoline,62.8,54.61,65.12,68
Aygo,2017,7490,Manual,20000,Gasoline,68.9,136.81,132.95,68
Aygo,2011,3990,Manual,55000,Gasoline,61.4,72.88,80.19,68
Aygo,2019,9990,Manual,15,Gasoline,56.5,182.47,170.64,72
Aygo,2016,6990,Manual,14407,Gasoline,69,127.68,125.42,68
Aygo,2011,2695,Manual,82708,Gasoline,61.4,49.23,60.67,68
Aygo,2014,5198,Manual,17920,Gasoline,69,94.94,98.4,68
Aygo,2007,2295,Manual,69492,Gasoline,61.4,41.92,54.64,68
Aygo,2017,15000,Manual,7995,Gasoline,68.9,273.98,246.16,68
Aygo,2017,7995,Manual,21212,Gasoline,68.9,146.03,140.57,68
Aygo,2014,4495,Manual,40500,Gasoline,65.7,82.1,87.81,68
Aygo,2015,6750,Manual,33365,Gasoline,69,123.29,121.8,68
Aygo,2015,6450,Manual,14000,Gasoline,69,117.81,117.28,68
Aygo,2018,9450,Automatic,5000,Gasoline,56.5,172.61,162.5,72
Aygo,2017,8500,Semi-Auto,40506,Gasoline,67.3,155.26,148.18,68
Aygo,2017,8295,Manual,10183,Gasoline,68.9,151.51,145.09,68
Aygo,2017,7295,Manual,32000,Gasoline,68.9,133.25,130.01,68
Aygo,2017,7000,Manual,33921,Gasoline,68.9,127.86,125.57,68
Aygo,2018,6000,Manual,33857,Gasoline,69,109.59,110.49,72
Aygo,2019,9800,Manual,3648,Gasoline,57.7,179,167.77,72
Aygo,2017,7500,Manual,13323,Gasoline,68.9,136.99,133.1,68
Aygo,2019,9700,Manual,7052,Gasoline,57.7,177.18,166.27,72
Aygo,2019,10200,Manual,2755,Gasoline,57.7,186.31,173.8,72
Aygo,2015,6490,Manual,47960,Gasoline,69,118.54,117.88,68
Aygo,2019,9000,Manual,1255,Gasoline,56.5,164.39,155.72,72
Aygo,2019,10495,Manual,3080,Gasoline,56.5,191.7,178.25,72
Aygo,2018,8995,Manual,5699,Gasoline,56.5,164.3,155.64,72
Aygo,2017,8495,Manual,4999,Gasoline,68.9,155.17,148.1,68
Aygo,2019,9600,Manual,1599,Gasoline,57.7,175.35,164.76,72
Aygo,2019,10250,Manual,100,Gasoline,57.7,187.22,174.56,72
Aygo,2012,3500,Manual,33231,Gasoline,61.4,63.93,72.81,68
Aygo,2019,9490,Manual,20,Gasoline,56.5,173.34,163.1,72
Aygo,2016,7490,Manual,8767,Gasoline,69,136.81,132.95,68
Aygo,2017,7150,Manual,16076,Gasoline,69,130.6,127.83,68
Aygo,2016,6250,Manual,24125,Gasoline,69,114.16,114.26,68
Aygo,2019,9850,Manual,5000,Gasoline,56.5,179.92,168.53,72
Aygo,2019,10390,Manual,3000,Gasoline,57.7,189.78,176.67,72
Aygo,2018,8491,Manual,8000,Gasoline,56.5,155.09,148.04,72
Aygo,2017,7290,Manual,15075,Gasoline,69,133.16,129.94,68
Aygo,2017,7990,Manual,17915,Gasoline,68.9,145.94,140.49,68
Aygo,2017,6890,Manual,9092,Gasoline,69,125.85,123.91,68
Aygo,2015,5990,Manual,26000,Gasoline,69,109.41,110.34,68
Aygo,2019,10350,Manual,3000,Gasoline,57.7,189.05,176.07,72
Aygo,2019,10350,Manual,2000,Gasoline,57.7,189.05,176.07,72
Aygo,2019,10350,Manual,2000,Gasoline,57.7,189.05,176.07,72
Aygo,2019,10350,Manual,2000,Gasoline,57.7,189.05,176.07,72
Aygo,2019,10000,Manual,150,Gasoline,57.7,182.65,170.79,72
Aygo,2007,1995,Manual,75900,Gasoline,61.4,36.44,50.12,68
Aygo,2013,5500,Manual,29446,Gasoline,65.7,100.46,102.96,68
Aygo,2019,10000,Manual,150,Gasoline,57.7,182.65,170.79,72
Aygo,2019,8900,Manual,5897,Gasoline,56.5,162.56,154.21,72
Aygo,2011,2395,Manual,76552,Gasoline,61.4,43.75,56.15,68
Aygo,2005,1295,Manual,88836,Gasoline,61.4,23.65,39.57,68
Aygo,2016,8000,Automatic,17035,Gasoline,67,146.12,140.64,68
Aygo,2017,8295,Manual,34002,Gasoline,68.9,151.51,145.09,68
Aygo,2019,8500,Manual,6474,Gasoline,56.5,155.26,148.18,72
Aygo,2019,10750,Semi-Auto,3029,Gasoline,55.4,196.35,182.1,72
Aygo,2015,5999,Manual,39865,Gasoline,69,109.57,110.48,68
Aygo,2016,5000,Manual,34732,Gasoline,69,91.33,95.42,68
Aygo,2017,7500,Automatic,20588,Gasoline,67,136.99,133.1,68
Aygo,2018,8000,Manual,9908,Gasoline,68.9,146.12,140.64,72
Aygo,2017,6600,Manual,26357,Gasoline,69,120.55,119.54,68
Aygo,2017,7650,Automatic,44152,Gasoline,67.3,139.73,135.37,68
Aygo,2017,8000,Manual,20617,Gasoline,68.9,146.12,140.64,68
Aygo,2017,7700,Manual,30635,Gasoline,68.9,140.64,136.12,68
Aygo,2016,5700,Manual,30908,Gasoline,69,104.11,105.97,68
Aygo,2018,7000,Manual,12199,Gasoline,69,127.86,125.57,72
Aygo,2018,9200,Automatic,9855,Gasoline,67.3,168.04,158.73,72
Aygo,2017,7000,Manual,18589,Gasoline,68.9,127.86,125.57,68
Aygo,2017,7100,Automatic,42591,Gasoline,67,129.68,127.07,68
Aygo,2017,6800,Manual,31851,Gasoline,68.9,124.21,122.55,68
Aygo,2016,6100,Manual,20027,Gasoline,69,111.42,112,68
Aygo,2017,7100,Manual,29384,Gasoline,68.9,129.68,127.07,68
Aygo,2018,8995,Manual,18215,Gasoline,68.9,164.3,155.64,72
Aygo,2017,8390,Manual,19088,Gasoline,68.9,153.25,146.52,68
Aygo,2020,12500,Manual,616,Gasoline,57.7,228.32,201.43,72
Aygo,2018,8550,Manual,11839,Gasoline,68.9,156.17,148.93,72
Aygo,2018,9995,Manual,11704,Gasoline,56.5,182.56,170.71,72
Aygo,2017,8900,Automatic,15288,Gasoline,67.3,162.56,154.21,68
Aygo,2019,10700,Manual,4300,Gasoline,56.5,195.44,181.34,72
Aygo,2017,7600,Manual,15372,Gasoline,68.9,138.82,134.61,68
Aygo,2015,5750,Manual,26968,Gasoline,69,105.03,106.72,68
